#,Date,DO_concentration ,"Temp, °F (LGR S/N: 20880670_21120534_duplicate_duplicate, SEN S/N: 20880670)"
21226,10/3/2022 11:15,-888.88,-888.88
21227,10/3/2022 11:30,-888.88,-888.88
21228,10/3/2022 11:45,-888.88,-888.88
21229,10/3/2022 12:00,-888.88,-888.88
21230,10/3/2022 12:15,-888.88,-888.88
21231,10/3/2022 12:30,-888.88,-888.88
21232,10/3/2022 12:45,-888.88,-888.88
21233,10/3/2022 13:00,-888.88,-888.88
21234,10/3/2022 13:15,-888.88,-888.88
21235,10/3/2022 13:30,-888.88,-888.88
21236,10/3/2022 13:45,-888.88,-888.88
21237,10/3/2022 14:00,-888.88,-888.88
21238,10/3/2022 14:15,-888.88,-888.88
21239,10/3/2022 14:30,-888.88,-888.88
21240,10/3/2022 14:45,-888.88,-888.88
21241,10/3/2022 15:00,-888.88,-888.88
21242,10/3/2022 15:15,-888.88,-888.88
21243,10/3/2022 15:30,-888.88,-888.88
21244,10/3/2022 15:45,-888.88,-888.88
21245,10/3/2022 16:00,-888.88,-888.88
21246,10/3/2022 16:15,-888.88,-888.88
21247,10/3/2022 16:30,-888.88,-888.88
21248,10/3/2022 16:45,-888.88,-888.88
21249,10/3/2022 17:00,-888.88,-888.88
21250,10/3/2022 17:15,-888.88,-888.88
21251,10/3/2022 17:30,-888.88,-888.88
21252,10/3/2022 17:45,-888.88,-888.88
21253,10/3/2022 18:00,-888.88,-888.88
21254,10/3/2022 18:15,-888.88,-888.88
21255,10/3/2022 18:30,-888.88,-888.88
21256,10/3/2022 18:45,-888.88,-888.88
21257,10/3/2022 19:00,-888.88,-888.88
21258,10/3/2022 19:15,-888.88,-888.88
21259,10/3/2022 19:30,-888.88,-888.88
21260,10/3/2022 19:45,-888.88,-888.88
21261,10/3/2022 20:00,-888.88,-888.88
21262,10/3/2022 20:15,-888.88,-888.88
21263,10/3/2022 20:30,-888.88,-888.88
21264,10/3/2022 20:45,-888.88,-888.88
21265,10/3/2022 21:00,-888.88,-888.88
21266,10/3/2022 21:15,-888.88,-888.88
21267,10/3/2022 21:30,-888.88,-888.88
21268,10/3/2022 21:45,-888.88,-888.88
21269,10/3/2022 22:00,-888.88,-888.88
21270,10/3/2022 22:15,-888.88,-888.88
21271,10/3/2022 22:30,-888.88,-888.88
21272,10/3/2022 22:45,-888.88,-888.88
21273,10/3/2022 23:00,-888.88,-888.88
21274,10/3/2022 23:15,-888.88,-888.88
21275,10/3/2022 23:30,-888.88,-888.88
21276,10/3/2022 23:45,-888.88,-888.88
21277,10/4/2022 0:00,-888.88,-888.88
21278,10/4/2022 0:15,-888.88,-888.88
21279,10/4/2022 0:30,-888.88,-888.88
21280,10/4/2022 0:45,-888.88,-888.88
21281,10/4/2022 1:00,-888.88,-888.88
21282,10/4/2022 1:15,-888.88,-888.88
21283,10/4/2022 1:30,-888.88,-888.88
21284,10/4/2022 1:45,-888.88,-888.88
21285,10/4/2022 2:00,-888.88,-888.88
21286,10/4/2022 2:15,-888.88,-888.88
21287,10/4/2022 2:30,-888.88,-888.88
21288,10/4/2022 2:45,-888.88,-888.88
21289,10/4/2022 3:00,-888.88,-888.88
21290,10/4/2022 3:15,-888.88,-888.88
21291,10/4/2022 3:30,-888.88,-888.88
21292,10/4/2022 3:45,-888.88,-888.88
21293,10/4/2022 4:00,-888.88,-888.88
21294,10/4/2022 4:15,-888.88,-888.88
21295,10/4/2022 4:30,-888.88,-888.88
21296,10/4/2022 4:45,-888.88,-888.88
21297,10/4/2022 5:00,-888.88,-888.88
21298,10/4/2022 5:15,-888.88,-888.88
21299,10/4/2022 5:30,-888.88,-888.88
21300,10/4/2022 5:45,-888.88,-888.88
21301,10/4/2022 6:00,-888.88,-888.88
21302,10/4/2022 6:15,-888.88,-888.88
21303,10/4/2022 6:30,-888.88,-888.88
21304,10/4/2022 6:45,-888.88,-888.88
21305,10/4/2022 7:00,-888.88,-888.88
21306,10/4/2022 7:15,-888.88,-888.88
21307,10/4/2022 7:30,-888.88,-888.88
21308,10/4/2022 7:45,-888.88,-888.88
21309,10/4/2022 8:00,-888.88,-888.88
21310,10/4/2022 8:15,-888.88,-888.88
21311,10/4/2022 8:30,-888.88,-888.88
21312,10/4/2022 8:45,-888.88,-888.88
21313,10/4/2022 9:00,-888.88,-888.88
21314,10/4/2022 9:15,-888.88,-888.88
21315,10/4/2022 9:30,-888.88,-888.88
21316,10/4/2022 9:45,-888.88,-888.88
21317,10/4/2022 10:00,-888.88,-888.88
21318,10/4/2022 10:15,-888.88,-888.88
21319,10/4/2022 10:30,-888.88,-888.88
21320,10/4/2022 10:45,-888.88,-888.88
21321,10/4/2022 11:00,-888.88,-888.88
21322,10/4/2022 11:15,-888.88,-888.88
21323,10/4/2022 11:30,-888.88,-888.88
21324,10/4/2022 11:45,-888.88,-888.88
21325,10/4/2022 12:00,-888.88,-888.88
21326,10/4/2022 12:15,-888.88,-888.88
21327,10/4/2022 12:30,-888.88,-888.88
21328,10/4/2022 12:45,-888.88,-888.88
21329,10/4/2022 13:00,-888.88,-888.88
21330,10/4/2022 13:15,-888.88,-888.88
21331,10/4/2022 13:30,-888.88,-888.88
21332,10/4/2022 13:45,-888.88,-888.88
21333,10/4/2022 14:00,-888.88,-888.88
21334,10/4/2022 14:15,-888.88,-888.88
21335,10/4/2022 14:30,-888.88,-888.88
21336,10/4/2022 14:45,-888.88,-888.88
21337,10/4/2022 15:00,-888.88,-888.88
21338,10/4/2022 15:15,-888.88,-888.88
21339,10/4/2022 15:30,-888.88,-888.88
21340,10/4/2022 15:45,-888.88,-888.88
21341,10/4/2022 16:00,-888.88,-888.88
21342,10/4/2022 16:15,-888.88,-888.88
21343,10/4/2022 16:30,-888.88,-888.88
21344,10/4/2022 16:45,-888.88,-888.88
21345,10/4/2022 17:00,-888.88,-888.88
21346,10/4/2022 17:15,-888.88,-888.88
21347,10/4/2022 17:30,-888.88,-888.88
21348,10/4/2022 17:45,-888.88,-888.88
21349,10/4/2022 18:00,-888.88,-888.88
21350,10/4/2022 18:15,-888.88,-888.88
21351,10/4/2022 18:30,-888.88,-888.88
21352,10/4/2022 18:45,-888.88,-888.88
21353,10/4/2022 19:00,-888.88,-888.88
21354,10/4/2022 19:15,-888.88,-888.88
21355,10/4/2022 19:30,-888.88,-888.88
21356,10/4/2022 19:45,-888.88,-888.88
21357,10/4/2022 20:00,-888.88,-888.88
21358,10/4/2022 20:15,-888.88,-888.88
21359,10/4/2022 20:30,-888.88,-888.88
21360,10/4/2022 20:45,-888.88,-888.88
21361,10/4/2022 21:00,-888.88,-888.88
21362,10/4/2022 21:15,-888.88,-888.88
21363,10/4/2022 21:30,-888.88,-888.88
21364,10/4/2022 21:45,-888.88,-888.88
21365,10/4/2022 22:00,-888.88,-888.88
21366,10/4/2022 22:15,-888.88,-888.88
21367,10/4/2022 22:30,-888.88,-888.88
21368,10/4/2022 22:45,-888.88,-888.88
21369,10/4/2022 23:00,-888.88,-888.88
21370,10/4/2022 23:15,-888.88,-888.88
21371,10/4/2022 23:30,-888.88,-888.88
21372,10/4/2022 23:45,-888.88,-888.88
21373,10/5/2022 0:00,-888.88,-888.88
21374,10/5/2022 0:15,-888.88,-888.88
21375,10/5/2022 0:30,-888.88,-888.88
21376,10/5/2022 0:45,-888.88,-888.88
21377,10/5/2022 1:00,-888.88,-888.88
21378,10/5/2022 1:15,-888.88,-888.88
21379,10/5/2022 1:30,-888.88,-888.88
21380,10/5/2022 1:45,-888.88,-888.88
21381,10/5/2022 2:00,-888.88,-888.88
21382,10/5/2022 2:15,-888.88,-888.88
21383,10/5/2022 2:30,-888.88,-888.88
21384,10/5/2022 2:45,-888.88,-888.88
21385,10/5/2022 3:00,-888.88,-888.88
21386,10/5/2022 3:15,-888.88,-888.88
21387,10/5/2022 3:30,-888.88,-888.88
21388,10/5/2022 3:45,-888.88,-888.88
21389,10/5/2022 4:00,-888.88,-888.88
21390,10/5/2022 4:15,-888.88,-888.88
21391,10/5/2022 4:30,-888.88,-888.88
21392,10/5/2022 4:45,-888.88,-888.88
21393,10/5/2022 5:00,-888.88,-888.88
21394,10/5/2022 5:15,-888.88,-888.88
21395,10/5/2022 5:30,-888.88,-888.88
21396,10/5/2022 5:45,-888.88,-888.88
21397,10/5/2022 6:00,-888.88,-888.88
21398,10/5/2022 6:15,-888.88,-888.88
21399,10/5/2022 6:30,-888.88,-888.88
21400,10/5/2022 6:45,-888.88,-888.88
21401,10/5/2022 7:00,-888.88,-888.88
21402,10/5/2022 7:15,-888.88,-888.88
21403,10/5/2022 7:30,-888.88,-888.88
21404,10/5/2022 7:45,-888.88,-888.88
21405,10/5/2022 8:00,-888.88,-888.88
21406,10/5/2022 8:15,-888.88,-888.88
21407,10/5/2022 8:30,-888.88,-888.88
21408,10/5/2022 8:45,-888.88,-888.88
21409,10/5/2022 9:00,-888.88,-888.88
21410,10/5/2022 9:15,-888.88,-888.88
21411,10/5/2022 9:30,-888.88,-888.88
21412,10/5/2022 9:45,-888.88,-888.88
21413,10/5/2022 10:00,-888.88,-888.88
21414,10/5/2022 10:15,-888.88,-888.88
21415,10/5/2022 10:30,-888.88,-888.88
21416,10/5/2022 10:45,-888.88,-888.88
21417,10/5/2022 11:00,-888.88,-888.88
21418,10/5/2022 11:15,-888.88,-888.88
21419,10/5/2022 11:30,-888.88,-888.88
21420,10/5/2022 11:45,-888.88,-888.88
21421,10/5/2022 12:00,-888.88,-888.88
21422,10/5/2022 12:15,-888.88,-888.88
21423,10/5/2022 12:30,-888.88,-888.88
21424,10/5/2022 12:45,-888.88,-888.88
21425,10/5/2022 13:00,-888.88,-888.88
21426,10/5/2022 13:15,-888.88,-888.88
21427,10/5/2022 13:30,-888.88,-888.88
21428,10/5/2022 13:45,-888.88,-888.88
21429,10/5/2022 14:00,-888.88,-888.88
21430,10/5/2022 14:15,-888.88,-888.88
21431,10/5/2022 14:30,-888.88,-888.88
21432,10/5/2022 14:45,-888.88,-888.88
21433,10/5/2022 15:00,-888.88,-888.88
21434,10/5/2022 15:15,-888.88,-888.88
21435,10/5/2022 15:30,-888.88,-888.88
21436,10/5/2022 15:45,-888.88,-888.88
21437,10/5/2022 16:00,-888.88,-888.88
21438,10/5/2022 16:15,-888.88,-888.88
21439,10/5/2022 16:30,-888.88,-888.88
21440,10/5/2022 16:45,-888.88,-888.88
21441,10/5/2022 17:00,-888.88,-888.88
21442,10/5/2022 17:15,-888.88,-888.88
21443,10/5/2022 17:30,-888.88,-888.88
21444,10/5/2022 17:45,-888.88,-888.88
21445,10/5/2022 18:00,-888.88,-888.88
21446,10/5/2022 18:15,-888.88,-888.88
21447,10/5/2022 18:30,-888.88,-888.88
21448,10/5/2022 18:45,-888.88,-888.88
21449,10/5/2022 19:00,-888.88,-888.88
21450,10/5/2022 19:15,-888.88,-888.88
21451,10/5/2022 19:30,-888.88,-888.88
21452,10/5/2022 19:45,-888.88,-888.88
21453,10/5/2022 20:00,-888.88,-888.88
21454,10/5/2022 20:15,-888.88,-888.88
21455,10/5/2022 20:30,-888.88,-888.88
21456,10/5/2022 20:45,-888.88,-888.88
21457,10/5/2022 21:00,-888.88,-888.88
21458,10/5/2022 21:15,-888.88,-888.88
21459,10/5/2022 21:30,-888.88,-888.88
21460,10/5/2022 21:45,-888.88,-888.88
21461,10/5/2022 22:00,-888.88,-888.88
21462,10/5/2022 22:15,-888.88,-888.88
21463,10/5/2022 22:30,-888.88,-888.88
21464,10/5/2022 22:45,-888.88,-888.88
21465,10/5/2022 23:00,-888.88,-888.88
21466,10/5/2022 23:15,-888.88,-888.88
21467,10/5/2022 23:30,-888.88,-888.88
21468,10/5/2022 23:45,-888.88,-888.88
21469,10/6/2022 0:00,-888.88,-888.88
21470,10/6/2022 0:15,-888.88,-888.88
21471,10/6/2022 0:30,-888.88,-888.88
21472,10/6/2022 0:45,-888.88,-888.88
21473,10/6/2022 1:00,-888.88,-888.88
21474,10/6/2022 1:15,-888.88,-888.88
21475,10/6/2022 1:30,-888.88,-888.88
21476,10/6/2022 1:45,-888.88,-888.88
21477,10/6/2022 2:00,-888.88,-888.88
21478,10/6/2022 2:15,-888.88,-888.88
21479,10/6/2022 2:30,-888.88,-888.88
21480,10/6/2022 2:45,-888.88,-888.88
21481,10/6/2022 3:00,-888.88,-888.88
21482,10/6/2022 3:15,-888.88,-888.88
21483,10/6/2022 3:30,-888.88,-888.88
21484,10/6/2022 3:45,-888.88,-888.88
21485,10/6/2022 4:00,-888.88,-888.88
21486,10/6/2022 4:15,-888.88,-888.88
21487,10/6/2022 4:30,-888.88,-888.88
21488,10/6/2022 4:45,-888.88,-888.88
21489,10/6/2022 5:00,-888.88,-888.88
21490,10/6/2022 5:15,-888.88,-888.88
21491,10/6/2022 5:30,-888.88,-888.88
21492,10/6/2022 5:45,-888.88,-888.88
21493,10/6/2022 6:00,-888.88,-888.88
21494,10/6/2022 6:15,-888.88,-888.88
21495,10/6/2022 6:30,-888.88,-888.88
21496,10/6/2022 6:45,-888.88,-888.88
21497,10/6/2022 7:00,-888.88,-888.88
21498,10/6/2022 7:15,-888.88,-888.88
21499,10/6/2022 7:30,-888.88,-888.88
21500,10/6/2022 7:45,-888.88,-888.88
21501,10/6/2022 8:00,-888.88,-888.88
21502,10/6/2022 8:15,-888.88,-888.88
21503,10/6/2022 8:30,-888.88,-888.88
21504,10/6/2022 8:45,-888.88,-888.88
21505,10/6/2022 9:00,-888.88,-888.88
21506,10/6/2022 9:15,-888.88,-888.88
21507,10/6/2022 9:30,-888.88,-888.88
21508,10/6/2022 9:45,-888.88,-888.88
21509,10/6/2022 10:00,-888.88,-888.88
21510,10/6/2022 10:15,-888.88,-888.88
21511,10/6/2022 10:30,-888.88,-888.88
21512,10/6/2022 10:45,-888.88,-888.88
21513,10/6/2022 11:00,-888.88,-888.88
21514,10/6/2022 11:15,-888.88,-888.88
21515,10/6/2022 11:30,-888.88,-888.88
21516,10/6/2022 11:45,-888.88,-888.88
21517,10/6/2022 12:00,-888.88,-888.88
21518,10/6/2022 12:15,-888.88,-888.88
21519,10/6/2022 12:30,-888.88,-888.88
21520,10/6/2022 12:45,-888.88,-888.88
21521,10/6/2022 13:00,-888.88,-888.88
21522,10/6/2022 13:15,-888.88,-888.88
21523,10/6/2022 13:30,-888.88,-888.88
21524,10/6/2022 13:45,-888.88,-888.88
21525,10/6/2022 14:00,-888.88,-888.88
21526,10/6/2022 14:15,-888.88,-888.88
21527,10/6/2022 14:30,-888.88,-888.88
21528,10/6/2022 14:45,-888.88,-888.88
21529,10/6/2022 15:00,-888.88,-888.88
21530,10/6/2022 15:15,-888.88,-888.88
21531,10/6/2022 15:30,-888.88,-888.88
21532,10/6/2022 15:45,-888.88,-888.88
21533,10/6/2022 16:00,-888.88,-888.88
21534,10/6/2022 16:15,-888.88,-888.88
21535,10/6/2022 16:30,-888.88,-888.88
21536,10/6/2022 16:45,-888.88,-888.88
21537,10/6/2022 17:00,-888.88,-888.88
21538,10/6/2022 17:15,-888.88,-888.88
21539,10/6/2022 17:30,-888.88,-888.88
21540,10/6/2022 17:45,-888.88,-888.88
21541,10/6/2022 18:00,-888.88,-888.88
21542,10/6/2022 18:15,-888.88,-888.88
21543,10/6/2022 18:30,-888.88,-888.88
21544,10/6/2022 18:45,-888.88,-888.88
21545,10/6/2022 19:00,-888.88,-888.88
21546,10/6/2022 19:15,-888.88,-888.88
21547,10/6/2022 19:30,-888.88,-888.88
21548,10/6/2022 19:45,-888.88,-888.88
21549,10/6/2022 20:00,-888.88,-888.88
21550,10/6/2022 20:15,-888.88,-888.88
21551,10/6/2022 20:30,-888.88,-888.88
21552,10/6/2022 20:45,-888.88,-888.88
21553,10/6/2022 21:00,-888.88,-888.88
21554,10/6/2022 21:15,-888.88,-888.88
21555,10/6/2022 21:30,-888.88,-888.88
21556,10/6/2022 21:45,-888.88,-888.88
21557,10/6/2022 22:00,-888.88,-888.88
21558,10/6/2022 22:15,-888.88,-888.88
21559,10/6/2022 22:30,-888.88,-888.88
21560,10/6/2022 22:45,-888.88,-888.88
21561,10/6/2022 23:00,-888.88,-888.88
21562,10/6/2022 23:15,-888.88,-888.88
21563,10/6/2022 23:30,-888.88,-888.88
21564,10/6/2022 23:45,-888.88,-888.88
21565,10/7/2022 0:00,-888.88,-888.88
21566,10/7/2022 0:15,-888.88,-888.88
21567,10/7/2022 0:30,-888.88,-888.88
21568,10/7/2022 0:45,-888.88,-888.88
21569,10/7/2022 1:00,-888.88,-888.88
21570,10/7/2022 1:15,-888.88,-888.88
21571,10/7/2022 1:30,-888.88,-888.88
21572,10/7/2022 1:45,-888.88,-888.88
21573,10/7/2022 2:00,-888.88,-888.88
21574,10/7/2022 2:15,-888.88,-888.88
21575,10/7/2022 2:30,-888.88,-888.88
21576,10/7/2022 2:45,-888.88,-888.88
21577,10/7/2022 3:00,-888.88,-888.88
21578,10/7/2022 3:15,-888.88,-888.88
21579,10/7/2022 3:30,-888.88,-888.88
21580,10/7/2022 3:45,-888.88,-888.88
21581,10/7/2022 4:00,-888.88,-888.88
21582,10/7/2022 4:15,-888.88,-888.88
21583,10/7/2022 4:30,-888.88,-888.88
21584,10/7/2022 4:45,-888.88,-888.88
21585,10/7/2022 5:00,-888.88,-888.88
21586,10/7/2022 5:15,-888.88,-888.88
21587,10/7/2022 5:30,-888.88,-888.88
21588,10/7/2022 5:45,-888.88,-888.88
21589,10/7/2022 6:00,-888.88,-888.88
21590,10/7/2022 6:15,-888.88,-888.88
21591,10/7/2022 6:30,-888.88,-888.88
21592,10/7/2022 6:45,-888.88,-888.88
21593,10/7/2022 7:00,-888.88,-888.88
21594,10/7/2022 7:15,-888.88,-888.88
21595,10/7/2022 7:30,-888.88,-888.88
21596,10/7/2022 7:45,-888.88,-888.88
21597,10/7/2022 8:00,-888.88,-888.88
21598,10/7/2022 8:15,-888.88,-888.88
21599,10/7/2022 8:30,-888.88,-888.88
21600,10/7/2022 8:45,-888.88,-888.88
21601,10/7/2022 9:00,-888.88,-888.88
21602,10/7/2022 9:15,-888.88,-888.88
21603,10/7/2022 9:30,-888.88,-888.88
21604,10/7/2022 9:45,-888.88,-888.88
21605,10/7/2022 10:00,-888.88,-888.88
21606,10/7/2022 10:15,-888.88,-888.88
21607,10/7/2022 10:30,-888.88,-888.88
21608,10/7/2022 10:45,-888.88,-888.88
21609,10/7/2022 11:00,-888.88,-888.88
21610,10/7/2022 11:15,-888.88,-888.88
21611,10/7/2022 11:30,-888.88,-888.88
21612,10/7/2022 11:45,-888.88,-888.88
21613,10/7/2022 12:00,-888.88,-888.88
21614,10/7/2022 12:15,-888.88,-888.88
21615,10/7/2022 12:30,-888.88,-888.88
21616,10/7/2022 12:45,-888.88,-888.88
21617,10/7/2022 13:00,-888.88,-888.88
21618,10/7/2022 13:15,-888.88,-888.88
21619,10/7/2022 13:30,-888.88,-888.88
21620,10/7/2022 13:45,-888.88,-888.88
21621,10/7/2022 14:00,-888.88,-888.88
21622,10/7/2022 14:15,-888.88,-888.88
21623,10/7/2022 14:30,-888.88,-888.88
21624,10/7/2022 14:45,-888.88,-888.88
21625,10/7/2022 15:00,-888.88,-888.88
21626,10/7/2022 15:15,-888.88,-888.88
21627,10/7/2022 15:30,-888.88,-888.88
21628,10/7/2022 15:45,-888.88,-888.88
21629,10/7/2022 16:00,-888.88,-888.88
21630,10/7/2022 16:15,-888.88,-888.88
21631,10/7/2022 16:30,-888.88,-888.88
21632,10/7/2022 16:45,-888.88,-888.88
21633,10/7/2022 17:00,-888.88,-888.88
21634,10/7/2022 17:15,-888.88,-888.88
21635,10/7/2022 17:30,-888.88,-888.88
21636,10/7/2022 17:45,-888.88,-888.88
21637,10/7/2022 18:00,-888.88,-888.88
21638,10/7/2022 18:15,-888.88,-888.88
21639,10/7/2022 18:30,-888.88,-888.88
21640,10/7/2022 18:45,-888.88,-888.88
21641,10/7/2022 19:00,-888.88,-888.88
21642,10/7/2022 19:15,-888.88,-888.88
21643,10/7/2022 19:30,-888.88,-888.88
21644,10/7/2022 19:45,-888.88,-888.88
21645,10/7/2022 20:00,-888.88,-888.88
21646,10/7/2022 20:15,-888.88,-888.88
21647,10/7/2022 20:30,-888.88,-888.88
21648,10/7/2022 20:45,-888.88,-888.88
21649,10/7/2022 21:00,-888.88,-888.88
21650,10/7/2022 21:15,-888.88,-888.88
21651,10/7/2022 21:30,-888.88,-888.88
21652,10/7/2022 21:45,-888.88,-888.88
21653,10/7/2022 22:00,-888.88,-888.88
21654,10/7/2022 22:15,-888.88,-888.88
21655,10/7/2022 22:30,-888.88,-888.88
21656,10/7/2022 22:45,-888.88,-888.88
21657,10/7/2022 23:00,-888.88,-888.88
21658,10/7/2022 23:15,-888.88,-888.88
21659,10/7/2022 23:30,-888.88,-888.88
21660,10/7/2022 23:45,-888.88,-888.88
21661,10/8/2022 0:00,-888.88,-888.88
21662,10/8/2022 0:15,-888.88,-888.88
21663,10/8/2022 0:30,-888.88,-888.88
21664,10/8/2022 0:45,-888.88,-888.88
21665,10/8/2022 1:00,-888.88,-888.88
21666,10/8/2022 1:15,-888.88,-888.88
21667,10/8/2022 1:30,-888.88,-888.88
21668,10/8/2022 1:45,-888.88,-888.88
21669,10/8/2022 2:00,-888.88,-888.88
21670,10/8/2022 2:15,-888.88,-888.88
21671,10/8/2022 2:30,-888.88,-888.88
21672,10/8/2022 2:45,-888.88,-888.88
21673,10/8/2022 3:00,-888.88,-888.88
21674,10/8/2022 3:15,-888.88,-888.88
21675,10/8/2022 3:30,-888.88,-888.88
21676,10/8/2022 3:45,-888.88,-888.88
21677,10/8/2022 4:00,-888.88,-888.88
21678,10/8/2022 4:15,-888.88,-888.88
21679,10/8/2022 4:30,-888.88,-888.88
21680,10/8/2022 4:45,-888.88,-888.88
21681,10/8/2022 5:00,-888.88,-888.88
21682,10/8/2022 5:15,-888.88,-888.88
21683,10/8/2022 5:30,-888.88,-888.88
21684,10/8/2022 5:45,-888.88,-888.88
21685,10/8/2022 6:00,-888.88,-888.88
21686,10/8/2022 6:15,-888.88,-888.88
21687,10/8/2022 6:30,-888.88,-888.88
21688,10/8/2022 6:45,-888.88,-888.88
21689,10/8/2022 7:00,-888.88,-888.88
21690,10/8/2022 7:15,-888.88,-888.88
21691,10/8/2022 7:30,-888.88,-888.88
21692,10/8/2022 7:45,-888.88,-888.88
21693,10/8/2022 8:00,-888.88,-888.88
21694,10/8/2022 8:15,-888.88,-888.88
21695,10/8/2022 8:30,-888.88,-888.88
21696,10/8/2022 8:45,-888.88,-888.88
21697,10/8/2022 9:00,-888.88,-888.88
21698,10/8/2022 9:15,-888.88,-888.88
21699,8/11/2023 17:00,2.75,77.9
21700,8/11/2023 17:15,2.67,77.83
21701,8/11/2023 17:30,2.37,77.76
21702,8/11/2023 17:45,2.27,77.68
21703,8/11/2023 18:00,2.14,77.65
21704,8/11/2023 18:15,2.09,77.58
21705,8/11/2023 18:30,2.14,77.5
21706,8/11/2023 18:45,2.02,77.47
21707,8/11/2023 19:00,2.11,77.4
21708,8/11/2023 19:15,1.89,77.32
21709,8/11/2023 19:30,1.65,77.25
21710,8/11/2023 19:45,1.41,77.18
21711,8/11/2023 20:00,1.3,77.14
21712,8/11/2023 20:15,1.23,77.07
21713,8/11/2023 20:30,1.21,77
21714,8/11/2023 20:45,1.17,76.96
21715,8/11/2023 21:00,1.11,76.89
21716,8/11/2023 21:15,1,76.86
21717,8/11/2023 21:30,0.89,76.78
21718,8/11/2023 21:45,0.8,76.71
21719,8/11/2023 22:00,0.73,76.68
21720,8/11/2023 22:15,0.71,76.6
21721,8/11/2023 22:30,0.63,76.53
21722,8/11/2023 22:45,0.58,76.5
21723,8/11/2023 23:00,0.54,76.42
21724,8/11/2023 23:15,0.48,76.39
21725,8/11/2023 23:30,0.39,76.35
21726,8/11/2023 23:45,0.38,76.28
21727,8/12/2023 0:00,0.32,76.24
21728,8/12/2023 0:15,0.25,76.21
21729,8/12/2023 0:30,0.33,76.17
21730,8/12/2023 0:45,0.31,76.14
21731,8/12/2023 1:00,0.43,76.14
21732,8/12/2023 1:15,0.28,76.1
21733,8/12/2023 1:30,0.19,76.06
21734,8/12/2023 1:45,0.1,76.03
21735,8/12/2023 2:00,0.07,75.99
21736,8/12/2023 2:15,0.05,75.96
21737,8/12/2023 2:30,0.15,75.96
21738,8/12/2023 2:45,0.02,75.92
21739,8/12/2023 3:00,0.03,75.88
21740,8/12/2023 3:15,0.03,75.88
21741,8/12/2023 3:30,0,75.85
21742,8/12/2023 3:45,0,75.81
21743,8/12/2023 4:00,0,75.81
21744,8/12/2023 4:15,-0.01,75.78
21745,8/12/2023 4:30,-0.01,75.78
21746,8/12/2023 4:45,-0.01,75.74
21747,8/12/2023 5:00,-0.01,75.7
21748,8/12/2023 5:15,-0.01,75.7
21749,8/12/2023 5:30,-0.01,75.67
21750,8/12/2023 5:45,-0.01,75.67
21751,8/12/2023 6:00,-0.01,75.63
21752,8/12/2023 6:15,-0.01,75.63
21753,8/12/2023 6:30,-0.01,75.63
21754,8/12/2023 6:45,-0.01,75.6
21755,8/12/2023 7:00,-0.01,75.63
21756,8/12/2023 7:15,-0.01,75.63
21757,8/12/2023 7:30,-0.01,75.63
21758,8/12/2023 7:45,-0.01,75.67
21759,8/12/2023 8:00,-0.01,75.7
21760,8/12/2023 8:15,-0.01,75.74
21761,8/12/2023 8:30,-0.01,75.78
21762,8/12/2023 8:45,-0.01,75.78
21763,8/12/2023 9:00,-0.01,75.85
21764,8/12/2023 9:15,-0.01,75.88
21765,8/12/2023 9:30,-0.01,75.96
21766,8/12/2023 9:45,-0.01,76.03
21767,8/12/2023 10:00,-0.01,76.14
21768,8/12/2023 10:15,-0.01,76.28
21769,8/12/2023 10:30,-0.01,76.46
21770,8/12/2023 10:45,-0.01,76.57
21771,8/12/2023 11:00,-0.01,76.71
21772,8/12/2023 11:15,0,76.86
21773,8/12/2023 11:30,0.08,76.96
21774,8/12/2023 11:45,0.2,77.04
21775,8/12/2023 12:00,0.63,77.11
21776,8/12/2023 12:15,0.62,77.18
21777,8/12/2023 12:30,1.13,77.29
21778,8/12/2023 12:45,0.82,77.4
21779,8/12/2023 13:00,0.71,77.47
21780,8/12/2023 13:15,0.78,77.58
21781,8/12/2023 13:30,1.07,77.68
21782,8/12/2023 13:45,1.59,77.79
21783,8/12/2023 14:00,1.44,77.9
21784,8/12/2023 14:15,1.82,78.01
21785,8/12/2023 14:30,1.53,78.08
21786,8/12/2023 14:45,1.41,78.19
21787,8/12/2023 15:00,1.55,78.22
21788,8/12/2023 15:15,1.41,78.3
21789,8/12/2023 15:30,1.47,78.33
21790,8/12/2023 15:45,1.29,78.37
21791,8/12/2023 16:00,1.25,78.4
21792,8/12/2023 16:15,1.34,78.4
21793,8/12/2023 16:30,1.15,78.4
21794,8/12/2023 16:45,1.02,78.37
21795,8/12/2023 17:00,1.02,78.26
21796,8/12/2023 17:15,1.06,78.19
21797,8/12/2023 17:30,1.16,78.12
21798,8/12/2023 17:45,1.39,78.04
21799,8/12/2023 18:00,1.19,77.97
21800,8/12/2023 18:15,1.17,77.9
21801,8/12/2023 18:30,1,77.83
21802,8/12/2023 18:45,1.15,77.76
21803,8/12/2023 19:00,0.96,77.68
21804,8/12/2023 19:15,0.73,77.61
21805,8/12/2023 19:30,0.51,77.54
21806,8/12/2023 19:45,0.4,77.47
21807,8/12/2023 20:00,0.25,77.4
21808,8/12/2023 20:15,0.22,77.32
21809,8/12/2023 20:30,0.2,77.25
21810,8/12/2023 20:45,0.13,77.22
21811,8/12/2023 21:00,0.09,77.14
21812,8/12/2023 21:15,0,77.07
21813,8/12/2023 21:30,-0.01,77
21814,8/12/2023 21:45,-0.01,76.96
21815,8/12/2023 22:00,-0.01,76.93
