#,Date ,"Full Range, μS/cm (LGR S/N: 10104851, SEN S/N: 10104851)","Temp, °C (LGR S/N: 10104851, SEN S/N: 10104851)",Specific_Conductance,Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851),Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851),Coupler Detached (LGR S/N: 10104851),Coupler Attached (LGR S/N: 10104851),Host Connected (LGR S/N: 10104851),Stopped (LGR S/N: 10104851),End Of File (LGR S/N: 10104851)
13575,10/1/2023 18:00,347.4,23.55,686.7,,,,,,,,,,,,,,,
13576,10/1/2023 18:15,348.2,23.55,688.5,,,,,,,,,,,,,,,
13577,10/1/2023 18:30,348.6,23.52,689.9,,,,,,,,,,,,,,,
13578,10/1/2023 18:45,349.4,23.5,692,,,,,,,,,,,,,,,
13579,10/1/2023 19:00,349.8,23.47,693.5,,,,,,,,,,,,,,,
13580,10/1/2023 19:15,350.2,23.44,694.9,,,,,,,,,,,,,,,
13581,10/1/2023 19:30,349.8,23.41,694.8,,,,,,,,,,,,,,,
13582,10/1/2023 19:45,349.4,23.38,694.6,,,,,,,,,,,,,,,
13583,10/1/2023 20:00,349,23.34,694.7,,,,,,,,,,,,,,,
13584,10/1/2023 20:15,347.9,23.31,693.1,,,,,,,,,,,,,,,
13585,10/1/2023 20:30,346.7,23.28,691.4,,,,,,,,,,,,,,,
13586,10/1/2023 20:45,345.1,23.25,688.8,,,,,,,,,,,,,,,
13587,10/1/2023 21:00,344.3,23.23,687.8,,,,,,,,,,,,,,,
13588,10/1/2023 21:15,343.1,23.19,686.2,,,,,,,,,,,,,,,
13589,10/1/2023 21:30,342.4,23.17,685.3,,,,,,,,,,,,,,,
13590,10/1/2023 21:45,342,23.14,685.1,,,,,,,,,,,,,,,
13591,10/1/2023 22:00,341.2,23.12,684,,,,,,,,,,,,,,,
13592,10/1/2023 22:15,341.6,23.08,685.6,,,,,,,,,,,,,,,
13593,10/1/2023 22:30,341.2,23.06,685.3,,,,,,,,,,,,,,,
13594,10/1/2023 22:45,341.6,23.04,686.6,,,,,,,,,,,,,,,
13595,10/1/2023 23:00,341.2,23,686.6,,,,,,,,,,,,,,,
13596,10/1/2023 23:15,341.2,22.97,687.3,,,,,,,,,,,,,,,
13597,10/1/2023 23:30,341.3,22.93,688.3,,,,,,,,,,,,,,,
13598,10/1/2023 23:45,341.3,22.9,688.9,,,,,,,,,,,,,,,
13599,10/2/2023 0:00,340.9,22.87,688.8,,,,,,,,,,,,,,,
13600,10/2/2023 0:15,338.5,22.83,684.7,,,,,,,,,,,,,,,
13601,10/2/2023 0:30,337.3,22.8,682.9,,,,,,,,,,,,,,,
13602,10/2/2023 0:45,336.9,22.77,682.8,,,,,,,,,,,,,,,
13603,10/2/2023 1:00,336.6,22.74,682.8,,,,,,,,,,,,,,,
13604,10/2/2023 1:15,337.8,22.71,685.9,,,,,,,,,,,,,,,
13605,10/2/2023 1:30,337.8,22.67,686.7,,,,,,,,,,,,,,,
13606,10/2/2023 1:45,336.6,22.63,685.1,,,,,,,,,,,,,,,
13607,10/2/2023 2:00,336.2,22.61,684.8,,,,,,,,,,,,,,,
13608,10/2/2023 2:15,333.4,22.59,679.6,,,,,,,,,,,,,,,
13609,10/2/2023 2:30,331.5,22.56,676.3,,,,,,,,,,,,,,,
13610,10/2/2023 2:45,331.5,22.53,677,,,,,,,,,,,,,,,
13611,10/2/2023 3:00,331.9,22.5,678.4,,,,,,,,,,,,,,,
13612,10/2/2023 3:15,332.3,22.48,679.8,,,,,,,,,,,,,,,
13613,10/2/2023 3:30,330.7,22.45,677.1,,,,,,,,,,,,,,,
13614,10/2/2023 3:45,331.9,22.43,680.1,,,,,,,,,,,,,,,
13615,10/2/2023 4:00,331.5,22.39,680.1,,,,,,,,,,,,,,,
13616,10/2/2023 4:15,330.3,22.37,678.1,,,,,,,,,,,,,,,
13617,10/2/2023 4:30,331.5,22.34,681.2,,,,,,,,,,,,,,,
13618,10/2/2023 4:45,332.3,22.31,683.5,,,,,,,,,,,,,,,
13619,10/2/2023 5:00,331.6,22.28,682.7,,,,,,,,,,,,,,,
13620,10/2/2023 5:15,331.6,22.26,683.2,,,,,,,,,,,,,,,
13621,10/2/2023 5:30,329.2,22.23,678.9,,,,,,,,,,,,,,,
13622,10/2/2023 5:45,329.2,22.21,679.4,,,,,,,,,,,,,,,
13623,10/2/2023 6:00,328.4,22.17,678.6,,,,,,,,,,,,,,,
13624,10/2/2023 6:15,328.4,22.15,679.1,,,,,,,,,,,,,,,
13625,10/2/2023 6:30,328.4,22.11,679.9,,,,,,,,,,,,,,,
13626,10/2/2023 6:45,327.3,22.09,678.1,,,,,,,,,,,,,,,
13627,10/2/2023 7:00,326.1,22.06,676.2,,,,,,,,,,,,,,,
13628,10/2/2023 7:15,327.3,22.04,679.2,,,,,,,,,,,,,,,
13629,10/2/2023 7:30,327.7,22,680.9,,,,,,,,,,,,,,,
13630,10/2/2023 7:45,327.3,21.99,680.4,,,,,,,,,,,,,,,
13631,10/2/2023 8:00,327.3,21.97,680.9,,,,,,,,,,,,,,,
13632,10/2/2023 8:15,328.1,21.94,683.2,,,,,,,,,,,,,,,
13633,10/2/2023 8:30,327.3,21.93,681.9,,,,,,,,,,,,,,,
13634,10/2/2023 8:45,327.7,21.91,683.2,,,,,,,,,,,,,,,
13635,10/2/2023 9:00,327.3,21.89,682.9,,,,,,,,,,,,,,,
13636,10/2/2023 9:15,327.3,21.88,683.2,,,,,,,,,,,,,,,
13637,10/2/2023 9:30,327.3,21.87,683.6,,,,,,,,,,,,,,,
13638,10/2/2023 9:45,326.5,21.86,682.3,,,,,,,,,,,,,,,
13639,10/2/2023 10:00,326.5,21.86,682.5,,,,,,,,,,,,,,,
13640,10/2/2023 10:15,326.5,21.85,682.8,,,,,,,,,,,,,,,
13641,10/2/2023 10:30,326.5,21.83,683.3,,,,,,,,,,,,,,,
13642,10/2/2023 10:45,326.5,21.83,683.5,,,,,,,,,,,,,,,
13643,10/2/2023 11:00,326.1,21.85,682.6,,,,,,,,,,,,,,,
13644,10/2/2023 11:15,325.7,21.86,681.8,,,,,,,,,,,,,,,
13645,10/2/2023 11:30,324.9,21.89,679.9,,,,,,,,,,,,,,,
13646,10/2/2023 11:45,325.3,21.94,680.2,,,,,,,,,,,,,,,
13647,10/2/2023 12:00,324.9,22,678.6,,,,,,,,,,,,,,,
13648,10/2/2023 12:15,324.1,22.06,676.3,,,,,,,,,,,,,,,
13649,10/2/2023 12:30,322.5,22.15,671.8,,,,,,,,,,,,,,,
13650,10/2/2023 12:45,320.1,22.25,665.5,,,,,,,,,,,,,,,
13651,10/2/2023 13:00,318,22.37,659.6,,,,,,,,,,,,,,,
13652,10/2/2023 13:15,317.2,22.48,656.6,,,,,,,,,,,,,,,
13653,10/2/2023 13:30,317.6,22.57,656.3,,,,,,,,,,,,,,,
13654,10/2/2023 13:45,317.9,22.66,655.8,,,,,,,,,,,,,,,
13655,10/2/2023 14:00,318.7,22.78,656,,,,,,,,,,,,,,,
13656,10/2/2023 14:15,319.4,22.88,656.2,,,,,,,,,,,,,,,
13657,10/2/2023 14:30,320.6,22.96,657.7,,,,,,,,,,,,,,,
13658,10/2/2023 14:45,321,23.02,657.8,,,,,,,,,,,,,,,
13659,10/2/2023 15:00,321.8,23.08,658.8,,,,,,,,,,,,,,,
13660,10/2/2023 15:15,321.7,23.17,657.5,,,,,,,,,,,,,,,
13661,10/2/2023 15:30,322.1,23.22,657.8,,,,,,,,,,,,,,,
13662,10/2/2023 15:45,322.5,23.25,658.4,,,,,,,,,,,,,,,
13663,10/2/2023 16:00,323.7,23.28,660.6,,,,,,,,,,,,,,,
13664,10/2/2023 16:15,324.5,23.3,662.1,,,,,,,,,,,,,,,
13665,10/2/2023 16:30,326,23.31,665.3,,,,,,,,,,,,,,,
13666,10/2/2023 16:45,326.8,23.31,667.1,,,,,,,,,,,,,,,
13667,10/2/2023 17:00,327.6,23.33,668.6,,,,,,,,,,,,,,,
13668,10/2/2023 17:15,328.8,23.33,671.3,,,,,,,,,,,,,,,
13669,10/2/2023 17:30,330.8,23.33,675.5,,,,,,,,,,,,,,,
13670,10/2/2023 17:45,332.8,23.3,680.3,,,,,,,,,,,,,,,
13671,10/2/2023 18:00,334.4,23.28,684,,,,,,,,,,,,,,,
13672,10/2/2023 18:15,335.6,23.25,687.1,,,,,,,,,,,,,,,
13673,10/2/2023 18:30,335.6,23.23,687.6,,,,,,,,,,,,,,,
13674,10/2/2023 18:45,336.4,23.21,689.8,,,,,,,,,,,,,,,
13675,10/2/2023 19:00,336.4,23.17,690.6,,,,,,,,,,,,,,,
13676,10/2/2023 19:15,336.4,23.13,691.4,,,,,,,,,,,,,,,
13677,10/2/2023 19:30,336.4,23.1,692,,,,,,,,,,,,,,,
13678,10/2/2023 19:45,336.8,23.05,693.8,,,,,,,,,,,,,,,
13679,10/2/2023 20:00,335.7,23,692.5,,,,,,,,,,,,,,,
13680,10/2/2023 20:15,334.1,22.94,690.3,,,,,,,,,,,,,,,
13681,10/2/2023 20:30,333.3,22.9,689.4,,,,,,,,,,,,,,,
13682,10/2/2023 20:45,332.9,22.85,689.6,,,,,,,,,,,,,,,
13683,10/2/2023 21:00,332.2,22.82,688.8,,,,,,,,,,,,,,,
13684,10/2/2023 21:15,331.4,22.78,687.9,,,,,,,,,,,,,,,
13685,10/2/2023 21:30,331,22.74,687.9,,,,,,,,,,,,,,,
13686,10/2/2023 21:45,330.6,22.71,687.7,,,,,,,,,,,,,,,
13687,10/2/2023 22:00,330.2,22.67,687.6,,,,,,,,,,,,,,,
13688,10/2/2023 22:15,329.1,22.62,686.3,,,,,,,,,,,,,,,
13689,10/2/2023 22:30,327.9,22.59,684.4,,,,,,,,,,,,,,,
13690,10/2/2023 22:45,323.9,22.55,676.9,,,,,,,,,,,,,,,
13691,10/2/2023 23:00,322.3,22.51,674.3,,,,,,,,,,,,,,,
13692,10/2/2023 23:15,322.8,22.49,675.9,,,,,,,,,,,,,,,
13693,10/2/2023 23:30,322.4,22.45,675.8,,,,,,,,,,,,,,,
13694,10/2/2023 23:45,322,22.42,675.6,,,,,,,,,,,,,,,
13695,10/3/2023 0:00,322,22.39,676.3,,,,,,,,,,,,,,,
13696,10/3/2023 0:15,322,22.37,676.8,,,,,,,,,,,,,,,
13697,10/3/2023 0:30,322,22.33,677.5,,,,,,,,,,,,,,,
13698,10/3/2023 0:45,321.2,22.31,676.3,,,,,,,,,,,,,,,
13699,10/3/2023 1:00,320.8,22.28,676.1,,,,,,,,,,,,,,,
13700,10/3/2023 1:15,320.9,22.25,677,,,,,,,,,,,,,,,
13701,10/3/2023 1:30,320.5,22.21,676.9,,,,,,,,,,,,,,,
13702,10/3/2023 1:45,320.9,22.19,678.3,,,,,,,,,,,,,,,
13703,10/3/2023 2:00,320.9,22.16,678.9,,,,,,,,,,,,,,,
13704,10/3/2023 2:15,320.1,22.12,678,,,,,,,,,,,,,,,
13705,10/3/2023 2:30,319.7,22.09,677.8,,,,,,,,,,,,,,,
13706,10/3/2023 2:45,318.9,22.05,676.9,,,,,,,,,,,,,,,
13707,10/3/2023 3:00,318.5,22.03,676.6,,,,,,,,,,,,,,,
13708,10/3/2023 3:15,318.6,21.99,677.6,,,,,,,,,,,,,,,
13709,10/3/2023 3:30,318.2,21.98,677.1,,,,,,,,,,,,,,,
13710,10/3/2023 3:45,318.6,21.95,678.6,,,,,,,,,,,,,,,
13711,10/3/2023 4:00,318.2,21.92,678.4,,,,,,,,,,,,,,,
13712,10/3/2023 4:15,318.6,21.91,679.6,,,,,,,,,,,,,,,
13713,10/3/2023 4:30,318.6,21.87,680.3,,,,,,,,,,,,,,,
13714,10/3/2023 4:45,317.8,21.85,679.1,,,,,,,,,,,,,,,
13715,10/3/2023 5:00,317.8,21.82,679.8,,,,,,,,,,,,,,,
13716,10/3/2023 5:15,317.4,21.8,679.4,,,,,,,,,,,,,,,
13717,10/3/2023 5:30,317.4,21.77,680.1,,,,,,,,,,,,,,,
13718,10/3/2023 5:45,317,21.75,679.7,,,,,,,,,,,,,,,
13719,10/3/2023 6:00,317.1,21.74,680.3,,,,,,,,,,,,,,,
13720,10/3/2023 6:15,317.5,21.7,681.9,,,,,,,,,,,,,,,
13721,10/3/2023 6:30,317.5,21.69,682.3,,,,,,,,,,,,,,,
13722,10/3/2023 6:45,318.3,21.66,684.6,,,,,,,,,,,,,,,
13723,10/3/2023 7:00,317.9,21.64,684.3,,,,,,,,,,,,,,,
13724,10/3/2023 7:15,317.9,21.63,684.6,,,,,,,,,,,,,,,
13725,10/3/2023 7:30,319.1,21.6,687.9,,,,,,,,,,,,,,,
13726,10/3/2023 7:45,320.3,21.58,691,,,,,,,,,,,,,,,
13727,10/3/2023 8:00,320.7,21.57,692.2,,,,,,,,,,,,,,,
13728,10/3/2023 8:15,320.7,21.55,692.7,,,,,,,,,,,,,,,
13729,10/3/2023 8:30,320.7,21.54,693,,,,,,,,,,,,,,,
13730,10/3/2023 8:45,320.7,21.53,693.4,,,,,,,,,,,,,,,
13731,10/3/2023 9:00,321.1,21.52,694.6,,,,,,,,,,,,,,,
13732,10/3/2023 9:15,321.5,21.52,695.7,,,,,,,,,,,,,,,
13733,10/3/2023 9:30,321.5,21.51,696,,,,,,,,,,,,,,,
13734,10/3/2023 9:45,321.9,21.49,697.4,,,,,,,,,,,,,,,
13735,10/3/2023 10:00,321.9,21.49,697.6,,,,,,,,,,,,,,,
13736,10/3/2023 10:15,322.3,21.49,698.7,,,,,,,,,,,,,,,
13737,10/3/2023 10:30,322.3,21.51,698.6,,,,,,,,,,,,,,,
13738,10/3/2023 10:45,322.7,21.51,699.6,,,,,,,,,,,,,,,
13739,10/3/2023 11:00,322.7,21.52,699.7,,,,,,,,,,,,,,,
13740,10/3/2023 11:15,321.9,21.54,697.8,,,,,,,,,,,,,,,
13741,10/3/2023 11:30,321.1,21.58,695.7,,,,,,,,,,,,,,,
13742,10/3/2023 11:45,320.7,21.64,694.1,,,,,,,,,,,,,,,
13743,10/3/2023 12:00,320.6,21.72,692.8,,,,,,,,,,,,,,,
13744,10/3/2023 12:15,320.6,21.81,691.7,,,,,,,,,,,,,,,
13745,10/3/2023 12:30,321.4,21.93,691.7,,,,,,,,,,,,,,,
13746,10/3/2023 12:45,321.7,22.04,690.9,,,,,,,,,,,,,,,
13747,10/3/2023 13:00,322.1,22.12,690.8,,,,,,,,,,,,,,,
13748,10/3/2023 13:15,322.8,22.23,690.8,,,,,,,,,,,,,,,
13749,10/3/2023 13:30,324,22.29,692.6,,,,,,,,,,,,,,,
13750,10/3/2023 13:45,324.8,22.37,693.3,,,,,,,,,,,,,,,
13751,10/3/2023 14:00,326.3,22.44,695.7,,,,,,,,,,,,,,,
13752,10/3/2023 14:15,326.7,22.51,695.6,,,,,,,,,,,,,,,
13753,10/3/2023 14:30,327.9,22.59,697.2,,,,,,,,,,,,,,,
13754,10/3/2023 14:45,328.3,22.65,697.3,,,,,,,,,,,,,,,
13755,10/3/2023 15:00,328.6,22.7,697.4,,,,,,,,,,,,,,,
13756,10/3/2023 15:15,328.6,22.76,696.7,,,,,,,,,,,,,,,
13757,10/3/2023 15:30,329,22.78,697.4,,,,,,,,,,,,,,,
13758,10/3/2023 15:45,329,22.8,697.3,,,,,,,,,,,,,,,
13759,10/3/2023 16:00,329.4,22.84,697.7,,,,,,,,,,,,,,,
13760,10/3/2023 16:15,329.8,22.88,698.2,,,,,,,,,,,,,,,
13761,10/3/2023 16:30,329.4,22.9,697.2,,,,,,,,,,,,,,,
13762,10/3/2023 16:45,329.3,22.91,697.1,,,,,,,,,,,,,,,
13763,10/3/2023 17:00,330.1,22.93,698.7,,,,,,,,,,,,,,,
13764,10/3/2023 17:15,330.1,22.93,698.9,,,,,,,,,,,,,,,
13765,10/3/2023 17:30,330.1,22.93,699.1,,,,,,,,,,,,,,,
13766,10/3/2023 17:45,330.5,22.93,700.1,,,,,,,,,,,,,,,
13767,10/3/2023 18:00,330.5,22.91,700.6,,,,,,,,,,,,,,,
13768,10/3/2023 18:15,330.9,22.9,701.8,,,,,,,,,,,,,,,
13769,10/3/2023 18:30,330.9,22.89,702.2,,,,,,,,,,,,,,,
13770,10/3/2023 18:45,330.9,22.88,702.5,,,,,,,,,,,,,,,
13771,10/3/2023 19:00,331.4,22.85,704.2,,,,,,,,,,,,,,,
13772,10/3/2023 19:15,332.5,22.84,706.9,,,,,,,,,,,,,,,
13773,10/3/2023 19:30,332.2,22.82,706.8,,,,,,,,,,,,,,,
13774,10/3/2023 19:45,332.6,22.79,708.3,,,,,,,,,,,,,,,
13775,10/3/2023 20:00,333,22.76,709.8,,,,,,,,,,,,,,,
13776,10/3/2023 20:15,332.6,22.73,709.6,,,,,,,,,,,,,,,
13777,10/3/2023 20:30,331.4,22.68,708,,,,,,,,,,,,,,,
13778,10/3/2023 20:45,330.2,22.66,706,,,,,,,,,,,,,,,
13779,10/3/2023 21:00,329.4,22.63,704.9,,,,,,,,,,,,,,,
13780,10/3/2023 21:15,329.1,22.6,705,,,,,,,,,,,,,,,
13781,10/3/2023 21:30,329.1,22.57,705.6,,,,,,,,,,,,,,,
13782,10/3/2023 21:45,328.3,22.54,704.6,,,,,,,,,,,,,,,
13783,10/3/2023 22:00,328.3,22.51,705.2,,,,,,,,,,,,,,,
13784,10/3/2023 22:15,328.3,22.48,705.9,,,,,,,,,,,,,,,
13785,10/3/2023 22:30,327.9,22.44,705.8,,,,,,,,,,,,,,,
13786,10/3/2023 22:45,327.9,22.4,706.7,,,,,,,,,,,,,,,
13787,10/3/2023 23:00,328.3,22.38,708,,,,,,,,,,,,,,,
13788,10/3/2023 23:15,328.4,22.36,708.8,,,,,,,,,,,,,,,
13789,10/3/2023 23:30,328,22.32,708.7,,,,,,,,,,,,,,,
13790,10/3/2023 23:45,327.2,22.28,707.8,,,,,,,,,,,,,,,
13791,10/4/2023 0:00,327.2,22.26,708.3,,,,,,,,,,,,,,,
13792,10/4/2023 0:15,327.2,22.23,709,,,,,,,,,,,,,,,
13793,10/4/2023 0:30,328,22.21,711.2,,,,,,,,,,,,,,,
13794,10/4/2023 0:45,328.4,22.19,712.6,,,,,,,,,,,,,,,
13795,10/4/2023 1:00,328.4,22.16,713.3,,,,,,,,,,,,,,,
13796,10/4/2023 1:15,328.4,22.14,713.8,,,,,,,,,,,,,,,
13797,10/4/2023 1:30,328.4,22.11,714.5,,,,,,,,,,,,,,,
13798,10/4/2023 1:45,328.4,22.09,715,,,,,,,,,,,,,,,
13799,10/4/2023 2:00,328.1,22.08,714.7,,,,,,,,,,,,,,,
13800,10/4/2023 2:15,327.7,22.05,714.5,,,,,,,,,,,,,,,
13801,10/4/2023 2:30,326.5,22.03,712.4,,,,,,,,,,,,,,,
13802,10/4/2023 2:45,326.1,22.02,711.9,,,,,,,,,,,,,,,
13803,10/4/2023 3:00,326.1,21.99,712.6,,,,,,,,,,,,,,,
13804,10/4/2023 3:15,326.1,21.97,713.1,,,,,,,,,,,,,,,
13805,10/4/2023 3:30,326.5,21.94,714.6,,,,,,,,,,,,,,,
13806,10/4/2023 3:45,326.1,21.92,714.3,,,,,,,,,,,,,,,
13807,10/4/2023 4:00,326.1,21.89,714.9,,,,,,,,,,,,,,,
13808,10/4/2023 4:15,326.1,21.87,715.4,,,,,,,,,,,,,,,
13809,10/4/2023 4:30,325.8,21.83,715.6,,,,,,,,,,,,,,,
13810,10/4/2023 4:45,325,21.81,714.4,,,,,,,,,,,,,,,
13811,10/4/2023 5:00,324.6,21.78,714.2,,,,,,,,,,,,,,,
13812,10/4/2023 5:15,324.6,21.75,714.9,,,,,,,,,,,,,,,
13813,10/4/2023 5:30,324.6,21.72,715.5,,,,,,,,,,,,,,,
13814,10/4/2023 5:45,324.6,21.69,716.2,,,,,,,,,,,,,,,
13815,10/4/2023 6:00,324.6,21.66,716.9,,,,,,,,,,,,,,,
13816,10/4/2023 6:15,324.6,21.64,717.4,,,,,,,,,,,,,,,
13817,10/4/2023 6:30,324.6,21.61,718.1,,,,,,,,,,,,,,,
13818,10/4/2023 6:45,324.3,21.58,718.1,,,,,,,,,,,,,,,
13819,10/4/2023 7:00,323.9,21.55,717.9,,,,,,,,,,,,,,,
13820,10/4/2023 7:15,323.1,21.53,716.6,,,,,,,,,,,,,,,
13821,10/4/2023 7:30,322.7,21.49,716.6,,,,,,,,,,,,,,,
13822,10/4/2023 7:45,322.3,21.47,716.2,,,,,,,,,,,,,,,
13823,10/4/2023 8:00,322.3,21.44,716.9,,,,,,,,,,,,,,,
13824,10/4/2023 8:15,322.3,21.43,717.2,,,,,,,,,,,,,,,
13825,10/4/2023 8:30,322.3,21.41,717.8,,,,,,,,,,,,,,,
13826,10/4/2023 8:45,322.3,21.38,718.4,,,,,,,,,,,,,,,
13827,10/4/2023 9:00,322.7,21.36,719.9,,,,,,,,,,,,,,,
13828,10/4/2023 9:15,322.3,21.35,719.3,,,,,,,,,,,,,,,
13829,10/4/2023 9:30,322.4,21.34,719.9,,,,,,,,,,,,,,,
13830,10/4/2023 9:45,322.4,21.32,720.4,,,,,,,,,,,,,,,
13831,10/4/2023 10:00,322.4,21.31,720.8,,,,,,,,,,,,,,,
13832,10/4/2023 10:15,322.8,21.3,722.1,,,,,,,,,,,,,,,
13833,10/4/2023 10:30,322.4,21.3,721.4,,,,,,,,,,,,,,,
13834,10/4/2023 10:45,322.4,21.3,721.6,,,,,,,,,,,,,,,
13835,10/4/2023 11:00,322.4,21.3,721.8,,,,,,,,,,,,,,,
13836,10/4/2023 11:15,322,21.3,721.1,,,,,,,,,,,,,,,
13837,10/4/2023 11:30,321.6,21.32,720.1,,,,,,,,,,,,,,,
13838,10/4/2023 11:45,321.2,21.36,718.7,,,,,,,,,,,,,,,
13839,10/4/2023 12:00,321.9,21.42,719.5,,,,,,,,,,,,,,,
13840,10/4/2023 12:15,322.3,21.48,719.7,,,,,,,,,,,,,,,
13841,10/4/2023 12:30,321.9,21.54,718,,,,,,,,,,,,,,,
13842,10/4/2023 12:45,322.3,21.63,717.7,,,,,,,,,,,,,,,
13843,10/4/2023 13:00,323.8,21.71,719.9,,,,,,,,,,,,,,,
13844,10/4/2023 13:15,324.2,21.81,719.4,,,,,,,,,,,,,,,
13845,10/4/2023 13:30,324.9,21.91,719.6,,,,,,,,,,,,,,,
13846,10/4/2023 13:45,325.7,21.99,720.3,,,,,,,,,,,,,,,
13847,10/4/2023 14:00,326.1,22.06,720.3,,,,,,,,,,,,,,,
13848,10/4/2023 14:15,326,22.15,718.8,,,,,,,,,,,,,,,
13849,10/4/2023 14:30,326.4,22.21,718.9,,,,,,,,,,,,,,,
13850,10/4/2023 14:45,326.8,22.28,718.9,,,,,,,,,,,,,,,
13851,10/4/2023 15:00,327.2,22.34,719.1,,,,,,,,,,,,,,,
13852,10/4/2023 15:15,327.5,22.4,719,,,,,,,,,,,,,,,
13853,10/4/2023 15:30,328.3,22.45,720.1,,,,,,,,,,,,,,,
13854,10/4/2023 15:45,328.7,22.48,720.7,,,,,,,,,,,,,,,
13855,10/4/2023 16:00,329.1,22.5,721.5,,,,,,,,,,,,,,,
13856,10/4/2023 16:15,330.3,22.55,723.5,,,,,,,,,,,,,,,
13857,10/4/2023 16:30,330.7,22.57,724.3,,,,,,,,,,,,,,,
13858,10/4/2023 16:45,330.7,22.59,724.2,,,,,,,,,,,,,,,
13859,10/4/2023 17:00,331,22.6,724.9,,,,,,,,,,,,,,,
13860,10/4/2023 17:15,331,22.62,724.8,,,,,,,,,,,,,,,
13861,10/4/2023 17:30,330.6,22.63,723.9,,,,,,,,,,,,,,,
13862,10/4/2023 17:45,331,22.62,725.2,,,,,,,,,,,,,,,
13863,10/4/2023 18:00,331,22.62,725.4,,,,,,,,,,,,,,,
13864,10/4/2023 18:15,331.4,22.61,726.6,,,,,,,,,,,,,,,
13865,10/4/2023 18:30,331.4,22.6,727,,,,,,,,,,,,,,,
13866,10/4/2023 18:45,331.4,22.59,727.3,,,,,,,,,,,,,,,
13867,10/4/2023 19:00,332.2,22.57,729.6,,,,,,,,,,,,,,,
13868,10/4/2023 19:15,331.9,22.55,729.5,,,,,,,,,,,,,,,
13869,10/4/2023 19:30,331.5,22.53,729.1,,,,,,,,,,,,,,,
13870,10/4/2023 19:45,332.3,22.51,731.4,,,,,,,,,,,,,,,
13871,10/4/2023 20:00,333.1,22.49,733.7,,,,,,,,,,,,,,,
13872,10/4/2023 20:15,333.1,22.46,734.4,,,,,,,,,,,,,,,
13873,10/4/2023 20:30,332.7,22.44,734,,,,,,,,,,,,,,,
13874,10/4/2023 20:45,332.3,22.42,733.6,,,,,,,,,,,,,,,
13875,10/4/2023 21:00,331.5,22.39,732.6,,,,,,,,,,,,,,,
13876,10/4/2023 21:15,330.3,22.37,730.4,,,,,,,,,,,,,,,
13877,10/4/2023 21:30,329.9,22.34,730.2,,,,,,,,,,,,,,,
13878,10/4/2023 21:45,329.9,22.33,730.6,,,,,,,,,,,,,,,
13879,10/4/2023 22:00,329.6,22.31,730.4,,,,,,,,,,,,,,,
13880,10/4/2023 22:15,329.6,22.28,731.1,,,,,,,,,,,,,,,
13881,10/4/2023 22:30,329.2,22.26,730.8,,,,,,,,,,,,,,,
13882,10/4/2023 22:45,329.2,22.23,731.4,,,,,,,,,,,,,,,
13883,10/4/2023 23:00,329.2,22.2,732.1,,,,,,,,,,,,,,,
13884,10/4/2023 23:15,329.2,22.19,732.5,,,,,,,,,,,,,,,
13885,10/4/2023 23:30,328.8,22.16,732.3,,,,,,,,,,,,,,,
13886,10/4/2023 23:45,328.4,22.14,731.9,,,,,,,,,,,,,,,
13887,10/5/2023 0:00,328.8,22.12,733.3,,,,,,,,,,,,,,,
13888,10/5/2023 0:15,328.8,22.11,733.7,,,,,,,,,,,,,,,
13889,10/5/2023 0:30,328.4,22.11,733,,,,,,,,,,,,,,,
13890,10/5/2023 0:45,328.4,22.09,733.5,,,,,,,,,,,,,,,
13891,10/5/2023 1:00,328.5,22.08,734.1,,,,,,,,,,,,,,,
13892,10/5/2023 1:15,328.5,22.06,734.6,,,,,,,,,,,,,,,
13893,10/5/2023 1:30,329.2,22.06,736.4,,,,,,,,,,,,,,,
13894,10/5/2023 1:45,329.3,22.04,737.1,,,,,,,,,,,,,,,
13895,10/5/2023 2:00,329.3,22.04,737.3,,,,,,,,,,,,,,,
13896,10/5/2023 2:15,329.3,22.02,737.9,,,,,,,,,,,,,,,
13897,10/5/2023 2:30,329.3,22.02,738.1,,,,,,,,,,,,,,,
13898,10/5/2023 2:45,329.3,21.99,738.8,,,,,,,,,,,,,,,
13899,10/5/2023 3:00,329.7,21.99,739.9,,,,,,,,,,,,,,,
13900,10/5/2023 3:15,330.1,21.98,741.1,,,,,,,,,,,,,,,
13901,10/5/2023 3:30,330.5,21.97,742.4,,,,,,,,,,,,,,,
13902,10/5/2023 3:45,330.9,21.94,744,,,,,,,,,,,,,,,
13903,10/5/2023 4:00,331.7,21.93,746.2,,,,,,,,,,,,,,,
13904,10/5/2023 4:15,331.7,21.92,746.5,,,,,,,,,,,,,,,
13905,10/5/2023 4:30,331.7,21.91,746.9,,,,,,,,,,,,,,,
13906,10/5/2023 4:45,331.7,21.88,747.6,,,,,,,,,,,,,,,
13907,10/5/2023 5:00,331.7,21.87,748,,,,,,,,,,,,,,,
13908,10/5/2023 5:15,331.7,21.86,748.3,,,,,,,,,,,,,,,
13909,10/5/2023 5:30,331.7,21.85,748.7,,,,,,,,,,,,,,,
